pl_name,Star's name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orb_period(in days),pl_orb_period(in E.years),pl_orb_semi_maj_axis(in AU),pl_orb_eccent,pl_rad(in Earth Radius),pl_bmass(in Earth Mass),pl_dens(in (Earth mass/Earth radius)),st_teff(in kelvin),st_rad(in solar radius),st_mass(in solar mass),sy_dist(in Parsec),pl_teff(in kelvin),st_lum(in Solar luminosity),pl_recei_flux(in Earth's received flux)
K2-28 b,K2-28,1,1,Transit,2016.0,2.260455,0.006175244,0.0214,0.0,2.32,,0.0,3214.0,0.288,0.257,62.9969,568.5212579,0.007940691,17.33926837
K2-280 b,K2-280,1,1,Transit,2018.0,19.89526,0.055024577,0.1461,0.35,7.5,37.1,0.484553481,5500.0,1.28,1.03,391.537,784.9717818,1.345118505,63.01734696
K2-281 b,K2-281,1,1,Transit,2018.0,8.687721,0.023733529,0.0773,,8.18,,0.0,4812.0,0.76,0.82,458.139,727.5354279,0.277855827,46.50081037
K2-282 b,K2-282,1,2,Transit,2018.0,4.169783,0.011416244,,,2.5,,0.0,5499.0,1.0,,496.289,,0.820398256,
K2-283 b,K2-283,1,1,Transit,2018.0,1.921036,0.005261923,0.0291,,3.52,,0.0,5060.0,0.82,0.89,402.915,1295.15703,0.395475535,467.0180263
K2-284 b,K2-284,1,1,Transit,2018.0,4.795069,0.013129369,0.04771,0.078,2.78,,0.0,4140.0,0.607,0.63,107.272,712.0351888,0.097111038,42.66284011
K2-285 b,K2-285,1,4,Transit,2018.0,3.471745,0.008185481,0.03817,0.0,2.59,9.68,3.069924282,4975.0,0.787,0.83,154.961,1089.25823,0.340417325,233.6508338
K2-285 c,K2-285,1,4,Transit,2018.0,7.138048,0.025962815,0.0824,0.0,3.53,15.68,1.964144979,4975.0,0.787,0.83,154.961,741.35859,0.340417325,50.13687159
K2-285 d,K2-285,1,4,Transit,2018.0,10.45582,0.044379141,0.1178,0.0,2.48,6.5,2.348063908,4975.0,0.787,0.83,154.961,620.0393962,0.340417325,24.53132884
K2-285 e,K2-285,1,4,Transit,2018.0,14.76289,0.084110819,0.18041,0.0,1.95,10.7,7.951179217,4975.0,0.787,0.83,154.961,501.0275725,0.340417325,10.45900672
K2-286 b,K2-286,1,1,Transit,2018.0,27.359,0.092925179,0.1768,,2.1,,0.0,3926.0,0.62,0.64,76.1486,354.5002031,0.081935934,2.621258723
K2-287 b,K2-287,1,1,Transit,2018.0,14.893291,0.040755761,0.1206,0.478,9.494023,100.11645,0.644623601,5695.0,1.07,1.056,158.335,817.943757,1.080518779,74.29125645
K2-288 B b,K2-288 B,2,1,Transit,2018.0,31.393463,0.115613567,0.164,,1.9,,0.0,3341.0,0.32,0.33,65.6138,225.0303105,0.011447106,0.425606266
K2-289 b,K2-289,1,1,Transit,2019.0,13.156969,0.035853307,0.107,,9.1,,0.0,5529.0,1.025,0.953,274.3,825.1408961,0.880894585,76.94074464
K2-29 b,K2-29,2,1,Transit,2016.0,3.2588321,0.008931851,0.04217,0.066,13.33871,232.0159,0.538676284,5358.0,0.86,0.94,178.475,1166.706488,0.546886987,307.532053
K2-290 b,K2-290,3,2,Transit,2019.0,9.21165,0.025662584,0.0923,0.0,3.06,10.9,2.096108781,6302.0,1.511,1.194,272.909,1229.479407,3.230965897,379.2529538
K2-290 c,K2-290,3,2,Transit,2019.0,48.36685,0.154151443,0.305,0.0,11.276254,246.00042,0.945350586,6302.0,1.511,1.194,272.909,676.3510833,3.230965897,34.73223216
K2-291 b,K2-291,1,1,Transit,2019.0,2.225177,0.006093303,0.03261,0.0,1.589,6.49,8.913014315,5520.0,0.899,0.934,90.0562,1397.510253,0.67323323,633.0878033
K2-292 b,K2-292,1,1,Transit,2019.0,16.9841,0.046872167,0.13,0.04,2.63,24.5,7.420795058,5725.0,1.09,1.0,114.293,799.3344715,1.145103679,67.75761413
K2-293 b,K2-293,1,1,Transit,2019.0,13.1225,0.0,,,2.45,,0.0,5532.0,0.947,0.958,392.251,,0.753561139,
K2-294 b,K2-294,1,1,Transit,2019.0,2.50387,0.0,,,1.66,,0.0,5612.0,1.2,0.987,373.078,,1.281512927,
K2-295 b,K2-295,1,1,Transit,2018.0,4.024867,0.011133942,0.0451,0.0,10.054473,106.47305,0.577182769,4444.0,0.7,0.74,232.801,844.201808,0.171467624,84.30028586
K2-3 b,K2-3,1,3,Transit,2015.0,10.0546535,0.027554639,0.0747,0.107,2.078,5.11,3.137876663,3844.0,0.546,0.549,44.0727,501.1074714,0.058399436,10.46567991
K2-3 c,K2-3,1,3,Transit,2015.0,24.646729,0.067465788,0.1357,0.048,1.582,2.68,3.729640356,3844.0,0.546,0.549,44.0727,371.7930397,0.058399436,3.171384915
K2-3 d,K2-3,1,3,Transit,2015.0,44.55603,0.121984044,0.2014,0.091,1.458,2.2,3.911125103,3844.0,0.546,0.549,44.0727,305.1837786,0.058399436,1.439758725
K2-30 b,K2-30,1,1,Transit,2016.0,4.098503,0.011220499,0.04839,0.0,11.646151,184.02357,0.641915408,5425.0,0.844,0.9,333.042,1092.457708,0.553571488,236.4081634
K2-308 b,K2-308,1,1,Transit,2019.0,3.38628,0.0,,,9.916,,0.0,6100.0,1.24,1.09,1314.53,,1.910084412,
K2-31 b,K2-31,2,1,Transit,2016.0,1.25785,0.003420687,0.022,0.0,11.88154,563.83042,1.852174493,5280.0,0.78,0.91,110.527,1515.93773,0.424243059,876.5352456
K2-312 c,HD 80653,1,2,Radial Velocity,2023.0,921.2,2.527990205,1.961,0.853,,1719.451682,,5959.0,1.22,1.18,109.86,226.6344793,1.68384865,0.437872697
K2-315 b,K2-315,1,1,Transit,2020.0,3.1443189,0.0,,,0.95,,0.0,3300.0,0.196,0.174,56.9686,,0.0040875,
K2-316 b,K2-316,1,2,Transit,2020.0,1.133,0.002790268,0.0147,,1.33,,0.0,3436.0,0.379,0.408,112.486,841.2509572,0.017963084,83.12778739
K2-316 c,K2-316,1,2,Transit,2020.0,5.26,0.021981352,0.0582,,1.83,,0.0,3436.0,0.379,0.408,112.486,422.7880917,0.017963084,5.303162332
K2-317 b,K2-317,1,1,Transit,2020.0,6.22,0.019876797,0.0542,,2.93,,0.0,3387.0,0.379,0.403,176.291,431.8636361,0.016960125,5.77338452
K2-318 b,K2-318,1,1,Transit,2020.0,7.01,0.036710993,0.0911,,1.66,,0.0,3851.0,0.552,0.561,147.866,457.0832931,0.060125968,7.244782069
K2-319 b,K2-319,1,1,Transit,2020.0,26.68,0.060433064,0.1516,,2.79,,0.0,5440.0,0.898,0.954,209.071,638.4089193,0.633633488,27.57018749
K2-32 b,K2-32,2,4,Transit,2016.0,8.992,0.024604336,0.0795,0.03,5.299,15.0,0.555470628,5271.0,0.86,0.83,157.682,835.9304708,0.512222696,81.04468899
K2-32 c,K2-32,2,4,Transit,2016.0,20.66093,0.056533553,0.13843,0.049,3.134,8.1,1.449905313,5271.0,0.86,0.83,157.682,633.4883186,0.512222696,26.72996435
K2-32 d,K2-32,2,4,Transit,2016.0,31.71701,0.086789287,0.18422,0.05,3.484,6.7,0.872955213,5271.0,0.86,0.83,157.682,549.1428476,0.512222696,15.09333674
K2-32 e,K2-32,2,4,Transit,2019.0,4.34934,0.011902059,0.04899,0.043,1.212,2.1,6.499246876,5271.0,0.86,0.83,157.682,1064.878358,0.512222696,213.4243357
K2-320 b,K2-320,1,1,Transit,2020.0,1.995,0.004946974,0.0142,,2.62,,0.0,3157.0,0.3,0.117,108.74,699.6849229,0.00802104,39.77901255
K2-321 b,K2-321,1,1,Transit,2020.0,2.2979749,0.006291934,0.02839,0.44,2.05124347,,0.0,3750.0,0.595,0.578,77.6888,827.7868689,0.062812901,77.93240293
K2-322 b,K2-322,1,1,Transit,2020.0,8.205,0.018239351,0.0594,,1.92,,0.0,4141.0,0.602,0.63,123.415,635.6553876,0.095610096,27.0976023
K2-323 b,K2-323,1,1,Transit,2020.0,24.93,0.065849325,0.1275,,2.1,,0.0,3710.0,0.549,0.478,118.318,371.2072656,0.051230687,3.151445549
K2-324 b,K2-324,1,1,Transit,2020.0,3.262,0.00837523,0.0331,,2.43,,0.0,3752.0,0.505,0.517,136.667,706.6526639,0.045344428,41.38738028
K2-325 b,K2-325,1,1,Transit,2020.0,6.93,0.016384974,0.0419,,2.2,,0.0,3287.0,0.298,0.274,111.638,422.6805883,0.009300819,5.297770596
K2-326 b,K2-326,1,1,Transit,2020.0,1.256,0.003912855,0.0198,,2.28,,0.0,3924.0,0.688,0.507,282.308,1115.326706,0.100689161,256.8338966
K2-329 b,K2-329,1,1,Transit,2020.0,12.4551225,0.034117576,0.1016,0.0697,8.675766,82.6358,0.697262559,5282.0,0.822,0.901,233.237,724.4341757,0.471875113,45.71299295
K2-33 b,K2-33,1,1,Transit,2016.0,5.424865,0.0,,0.0,5.04,1175.971,50.61236152,3540.0,1.05,0.56,139.268,,0.155339355,
K2-330 b,K2-330,1,1,Transit,2021.0,13.774798,0.0,,,2.77,,0.0,6232.0,1.5,1.23,160.125,,3.04496389,
K2-331 b,K2-331,1,2,Transit,2021.0,9.398977,0.0,,,1.79,,0.0,5994.0,1.06,1.1,211.43,,1.301273348,
K2-331 c,K2-331,1,2,Transit,2021.0,22.996591,0.0,,,2.72,,0.0,5994.0,1.06,1.1,211.43,,1.301273348,
K2-332 b,K2-332,1,1,Transit,2021.0,17.70632,0.0,,,2.2,,0.0,3315.0,0.28,0.27,123.202,,0.008494543,
K2-333 b,K2-333,1,1,Transit,2021.0,14.759287,0.0,,,6.18,,0.0,5880.0,1.22,1.06,343.99,,1.596315812,
K2-334 b,K2-334,1,1,Transit,2021.0,5.113981,0.0,,,5.65,,0.0,6502.0,1.49,1.36,371.823,,3.560002045,
K2-335 b,K2-335,1,1,Transit,2021.0,12.283211,0.0,,,2.21,,0.0,6222.0,1.33,1.23,557.993,,2.378554785,
K2-336 b,K2-336,1,1,Transit,2021.0,21.194733,0.0,,,1.22,,0.0,5424.0,0.8,0.86,239.289,,0.496991027,
K2-337 b,K2-337,1,1,Transit,2021.0,16.273563,0.0,,,2.62,,0.0,5869.0,1.32,0.94,421.636,,1.854787457,
K2-338 b,K2-338,1,1,Transit,2021.0,3.850614,0.0,,,1.03,,0.0,4558.0,0.63,0.66,156.951,,0.153698006,
K2-339 b,K2-339,1,1,Transit,2021.0,19.507428,0.0,,,1.92,,0.0,4857.0,0.72,0.74,360.36,,0.258837536,
K2-34 b,K2-34,1,1,Transit,2016.0,2.9956348,0.008627886,0.0442,,13.75,,0.0,6168.0,1.42,1.16,348.646,1685.733359,2.618448273,1340.292108
K2-340 b,K2-340,1,1,Transit,2021.0,29.740451,0.0,,,3.36,,0.0,5532.0,1.13,0.93,738.136,,1.072939966,
K2-341 b,K2-341,1,1,Transit,2021.0,36.552551,0.0,,,3.21,,0.0,5817.0,1.16,0.98,421.408,,1.382299286,
K2-342 b,K2-342,1,1,Transit,2021.0,11.561052,0.0,,,2.03,,0.0,5920.0,1.09,1.01,208.357,,1.309271375,
K2-343 b,K2-343,1,2,Transit,2021.0,2.787174,0.0,,,1.65,,0.0,3804.0,0.46,0.49,166.169,,0.039752784,
K2-343 c,K2-343,1,2,Transit,2021.0,7.676972,0.0,,,2.02,,0.0,3804.0,0.46,0.49,166.169,,0.039752784,
K2-344 b,K2-344,1,1,Transit,2021.0,3.35585,0.0,,,1.59,,0.0,4374.0,0.49,0.51,75.1691,,0.07884917,
K2-345 b,K2-345,1,1,Transit,2021.0,10.367437,0.0,,,2.11,,0.0,3779.0,0.52,0.56,162.408,,0.049477085,
K2-346 b,K2-346,1,1,Transit,2021.0,26.201446,0.0,,,2.26,,0.0,4801.0,0.7,0.71,105.58,,0.233567684,
K2-347 b,K2-347,1,1,Transit,2021.0,7.187257,0.0,,,2.41,,0.0,4599.0,0.63,0.66,320.336,,0.159303232,
K2-348 b,K2-348,1,2,Transit,2021.0,4.688418,0.0,,,3.26,,0.0,5077.0,0.85,0.83,201.856,,0.430681637,
K2-348 c,K2-348,1,2,Transit,2021.0,12.550171,0.0,,,2.67,,0.0,5077.0,0.85,0.83,201.856,,0.430681637,
K2-349 b,K2-349,1,1,Transit,2021.0,9.032178,0.0,,,1.38,,0.0,4385.0,0.49,0.54,453.567,,0.079645346,
K2-35 b,K2-35,1,2,Transit,2016.0,2.399964,0.006514542,0.031,0.13,1.32,,0.0,4402.71,0.619575,0.701968,252.596,949.0687083,0.129407051,134.6587422
K2-35 c,K2-35,1,2,Transit,2016.0,5.608352,0.015395201,0.055,0.12,1.93,,0.0,4402.71,0.619575,0.701968,252.596,712.5201599,0.129407051,42.77919051
K2-350 b,K2-350,1,2,Transit,2021.0,4.163873,0.0,,,1.54,,0.0,5789.0,1.04,0.98,489.368,,1.089860034,
K2-350 c,K2-350,1,2,Transit,2016.0,19.991944,0.0,,,2.74,,0.0,5789.0,1.04,0.98,489.368,,1.089860034,
K2-351 b,K2-351,1,1,Transit,2021.0,7.806164,0.0,,,2.54,,0.0,5769.0,1.05,1.02,694.734,,1.095646874,
K2-352 b,K2-352,1,3,Transit,2021.0,3.665912,0.0,,,1.37,,0.0,5791.0,0.95,0.98,176.051,,0.91064964,
K2-352 c,K2-352,1,3,Transit,2021.0,8.234885,0.0,,,1.92,,0.0,5791.0,0.95,0.98,176.051,,0.91064964,
K2-352 d,K2-352,1,3,Transit,2021.0,14.871387,0.0,,,2.23,,0.0,5791.0,0.95,0.98,176.051,,0.91064964,
K2-353 b,K2-353,1,1,Transit,2021.0,15.466805,0.0,,,5.55,,0.0,5698.0,0.99,0.87,268.515,,0.926936575,
K2-354 b,K2-354,1,1,Transit,2021.0,3.793306,0.0,,,1.56,,0.0,3669.0,0.41,0.43,91.722,,0.027330552,
K2-355 b,K2-355,1,1,Transit,2021.0,5.7385647,0.016215861,0.0632,,2.25,,0.0,5790.0,0.92,0.96,500.497,1065.185919,0.853453295,213.6710101
K2-356 b,K2-356,1,1,Transit,2021.0,21.0267366,0.067398688,0.1599,,2.29,,0.0,5568.0,0.86,0.9,355.54,622.6381097,0.637798743,24.94518513
K2-357 b,K2-357,1,1,Transit,2021.0,16.3488637,0.055774921,0.145,,3.72,,0.0,5794.0,1.0,0.98,517.687,733.6787971,1.01112259,48.09144306
K2-358 b,K2-358,1,1,Transit,2021.0,11.2510285,0.02628904,0.0863,,2.68,,0.0,5650.0,0.91,0.93,480.307,884.6576242,0.757122976,101.6587662
K2-36 b,K2-36,1,2,Transit,2016.0,1.422614,0.003893772,0.02288,0.093,1.43,4.3,8.102367582,4916.0,0.718,0.79,109.749,1327.876133,0.270138345,516.0291023
K2-36 c,K2-36,1,2,Transit,2016.0,5.340888,0.014623068,0.05528,0.089,3.2,7.9,1.328399658,4916.0,0.718,0.79,109.749,854.2825941,0.270138345,88.39957287
K2-360 c,EPIC 201595106,1,2,Radial Velocity,2024.0,9.79692,0.026807623,0.0883,0.11,,15.23,,5679.0,0.98,0.958,232.1,912.2545399,0.896250634,114.94976
K2-365 b,K2-365,1,1,Transit,2022.0,23.448172,0.0,,,2.906,,0.0,5561.0,1.051,0.823,187.222,,0.947778521,
K2-366 b,K2-366,1,1,Transit,2022.0,15.937039,0.0,,,2.359,,0.0,5601.0,0.94,0.825,185.947,,0.780203417,
K2-367 b,K2-367,1,1,Transit,2022.0,20.645099,0.0,,,2.413,,0.0,4348.0,0.625,0.756,176.965,,0.125258736,
K2-368 b,K2-368,1,3,Transit,2022.0,5.025598,0.0,,,1.332,,0.0,4663.0,0.663,0.746,206.608,,0.186456947,
K2-368 c,K2-368,1,3,Transit,2022.0,9.660186,0.0,,,1.361,,0.0,4663.0,0.663,0.746,206.608,,0.186456947,
K2-368 d,K2-368,1,3,Transit,2022.0,20.201085,0.0,,,1.948,,0.0,4663.0,0.663,0.746,206.608,,0.186456947,
K2-369 b,K2-369,1,1,Transit,2022.0,5.761612,0.0,,,1.313,,0.0,5682.0,0.881,0.735,185.55,,0.725849504,
K2-37 b,K2-37,1,3,Transit,2016.0,4.4434,0.0,,,1.39,,0.0,5352.0,0.809,0.84,179.943,,0.481782823,
K2-37 c,K2-37,1,3,Transit,2016.0,6.42966,0.0,,,2.41,,0.0,5352.0,0.809,0.84,179.943,,0.481782823,
K2-37 d,K2-37,1,3,Transit,2016.0,14.09229,0.0,,,2.31,12.5,5.587604677,5352.0,0.809,0.84,179.943,,0.481782823,
K2-370 b,K2-370,1,1,Transit,2022.0,2.14084,0.0,,,3.207,,0.0,5377.0,0.971,0.984,144.202,,0.707112404,
K2-371 b,K2-371,1,1,Transit,2022.0,3.114905,0.0,,,13.024,,0.0,4925.0,0.736,0.958,442.813,,0.285937041,
K2-372 b,K2-372,1,1,Transit,2022.0,9.844077,0.0,,,2.945,,0.0,5479.0,0.922,0.847,463.88,,0.687316696,
K2-373 b,K2-373,1,1,Transit,2022.0,11.02066,0.0,,,2.061,,0.0,6138.0,1.486,1.158,229.567,,2.812127486,
K2-374 b,K2-374,1,2,Transit,2022.0,4.521953,0.0,,,1.593,,0.0,5789.0,0.907,0.731,359.439,,0.82893146,
K2-374 c,K2-374,1,2,Transit,2022.0,16.43445,0.0,,,2.213,,0.0,5789.0,0.907,0.731,359.439,,0.82893146,
K2-375 b,K2-375,1,1,Transit,2022.0,14.453895,0.0,,,2.243,,0.0,5822.0,1.543,1.119,696.1,,2.454203135,
K2-376 b,K2-376,1,1,Transit,2022.0,5.776475,0.0,,,1.736,,0.0,5937.0,1.149,0.908,161.61,,1.471628206,
K2-377 b,K2-377,1,1,Transit,2022.0,12.832235,0.0,,,1.693,,0.0,4200.0,0.691,0.821,195.149,,0.133303977,
K2-378 b,K2-378,1,1,Transit,2022.0,2.060438,0.0,,,2.88,,0.0,4823.0,0.732,0.923,687.973,,0.260124381,
K2-379 b,K2-379,1,1,Transit,2022.0,8.777247,0.0,,,2.181,,0.0,4603.0,0.751,0.856,182.207,,0.227160922,
K2-38 b,K2-38,1,2,Transit,2016.0,4.01593,0.010996493,0.04994,0.197,1.54,7.3,11.01316882,5731.0,1.06,1.03,192.69,1273.123547,1.087484847,436.0398066
K2-38 c,K2-38,1,2,Transit,2016.0,10.56103,0.028915194,0.09514,0.161,2.29,8.3,3.808230651,5731.0,1.06,1.03,192.69,922.3871544,1.087484847,120.1425706
K2-380 b,K2-380,1,1,Transit,2022.0,9.401312,0.0,,,2.729,,0.0,5911.0,1.32,0.993,249.303,,1.908453355,
K2-381 b,K2-381,1,3,Transit,2022.0,7.9389334,0.0,,,1.075,,0.0,4473.0,0.675,0.754,145.701,,0.163641325,
K2-381 c,K2-381,1,3,Transit,2022.0,16.034656,0.0,,,2.0,,0.0,4473.0,0.675,0.754,145.701,,0.163641325,
K2-381 d,K2-381,1,3,Transit,2022.0,26.803023,0.0,,,1.689,,0.0,4473.0,0.675,0.754,145.701,,0.163641325,
K2-382 b,K2-382,1,1,Transit,2022.0,21.700156,0.0,,,2.072,,0.0,5452.0,0.811,0.922,278.412,,0.521380695,
K2-383 b,K2-383,1,1,Transit,2022.0,1.865962,0.0,,,1.564,,0.0,5129.0,0.804,1.061,203.788,,0.401358758,
K2-384 b,K2-384,1,5,Transit,2022.0,2.231527,0.0,,,1.076,,0.0,3623.0,0.348,0.33,82.6603,,0.018720682,
K2-384 c,K2-384,1,5,Transit,2022.0,4.194766,0.0,,,1.191,,0.0,3623.0,0.348,0.33,82.6603,,0.018720682,
K2-384 d,K2-384,1,5,Transit,2022.0,6.679582,0.0,,,1.392,,0.0,3623.0,0.348,0.33,82.6603,,0.018720682,
K2-384 e,K2-384,1,5,Transit,2022.0,9.715043,0.0,,,1.345,,0.0,3623.0,0.348,0.33,82.6603,,0.018720682,
K2-384 f,K2-384,1,5,Transit,2022.0,13.62749,0.0,,,2.222,,0.0,3623.0,0.348,0.33,82.6603,,0.018720682,
K2-385 b,K2-385,1,1,Transit,2022.0,2.380867,0.0,,,1.539,,0.0,4844.0,0.761,0.927,420.819,,0.28607223,
K2-386 b,K2-386,1,1,Transit,2022.0,7.473223,0.0,,,2.32,,0.0,5749.0,0.97,0.911,428.785,,0.922152086,
K2-387 b,K2-387,1,1,Transit,2022.0,28.735327,0.0,,,7.322,,0.0,3572.0,0.585,0.57,266.318,,0.049985885,
K2-388 b,K2-388,1,1,Transit,2022.0,6.33932,0.0,,,3.9,,0.0,5310.0,0.91,0.93,290.495,,0.590677896,
K2-389 b,K2-389,1,2,Transit,2022.0,8.58289,0.0,,,2.33,,0.0,5773.0,1.094,0.99,259.208,,1.19269864,
K2-389 c,K2-389,1,2,Transit,2022.0,20.851337,0.0,,,2.04,,0.0,5782.0,1.084,0.802,259.208,,1.178313257,
K2-39 b,K2-39,1,1,Transit,2016.0,4.60543,0.0,,0.0,6.27704,28.6047,0.637271223,4881.0,2.97,0.66,307.47,,4.491981709,
K2-390 b,K2-390,1,1,Transit,2022.0,3.312792,0.0,,,4.662,,0.0,5558.0,0.966,0.789,456.122,,0.798947556,
K2-391 b,K2-391,1,1,Transit,2022.0,4.622654,0.0,,,1.371,,0.0,5543.0,0.566,0.757,507.94,,0.271332756,
K2-392 b,K2-392,1,1,Transit,2022.0,15.398723,0.0,,,1.85,,0.0,5726.0,1.058,0.841,406.985,,1.079609159,
K2-393 b,K2-393,1,1,Transit,2022.0,10.413181,0.0,,,2.352,,0.0,5678.0,1.071,0.881,265.914,,1.069671302,
K2-394 b,K2-394,1,1,Transit,2022.0,5.095717,0.0,,,1.692,,0.0,4938.0,0.631,0.478,98.0152,,0.212399217,
K2-395 b,K2-395,1,2,Transit,2022.0,4.803352,0.0,,,2.597,,0.0,5007.0,0.783,0.952,286.727,,0.345719391,
K2-395 c,K2-395,1,2,Transit,2022.0,8.491282,0.0,,,3.395,,0.0,5007.0,0.783,0.952,286.727,,0.345719391,
K2-396 b,K2-396,1,2,Transit,2022.0,0.673862,0.0,,,1.579,,0.0,5236.0,0.92,0.954,274.864,,0.570773835,
K2-396 c,K2-396,1,2,Transit,2022.0,25.76051,0.0,,,3.124,,0.0,5236.0,0.92,0.954,274.864,,0.570773835,
K2-397 b,K2-397,1,1,Transit,2022.0,3.572326,0.0,,,2.417,,0.0,5387.0,0.966,0.937,199.354,,0.705069624,
K2-398 b,K2-398,1,2,Transit,2022.0,6.393025,0.0,,,2.274,,0.0,5946.0,1.239,0.945,606.992,,1.721599319,
K2-398 c,K2-398,1,2,Transit,2022.0,18.787839,0.0,,,5.098,,0.0,5946.0,1.239,0.945,606.992,,1.721599319,
K2-4 b,K2-4,1,1,Transit,2015.0,10.003417,0.027336704,0.078,0.08,2.1,,0.0,4014.73,0.569359,0.635026,231.828,523.0143629,0.075559244,12.4193366
K2-400 b,K2-400,1,1,Transit,2022.0,3.865053,0.0,,,1.163,,0.0,3578.0,0.382,0.374,62.3804,,0.021457441,
K2-401 b,K2-401,1,1,Transit,2022.0,6.293099,0.0,,,2.262,,0.0,4213.0,0.675,0.87,200.727,,0.128784392,
K2-402 b,K2-402,1,1,Transit,2022.0,17.27474,0.0,,,2.678,,0.0,5716.0,1.28,0.944,523.055,,1.569201338,
K2-403 b,K2-403,1,1,Transit,2022.0,33.589979,0.0,,,5.333,,0.0,5511.0,0.886,0.784,246.599,,0.649649245,
K2-404 b,K2-404,1,1,Transit,2022.0,13.115365,0.0,,,2.53,,0.0,3748.0,0.552,0.552,121.63,,0.05394688,
K2-405 b,K2-405,1,1,Transit,2022.0,3.435471,0.0,,,4.569,,0.0,4927.0,0.765,1.034,197.234,,0.309416144,
K2-406 b,K2-406,1,1,Transit,2022.0,22.549406,0.0,,,4.602,,0.0,5784.0,0.961,0.798,85.3751,,0.927362996,
K2-407 b,K2-407,1,2,Transit,2022.0,4.941907,0.0,,,1.283,,0.0,5563.0,0.927,0.881,218.376,,0.738389578,
K2-407 c,K2-407,1,2,Transit,2022.0,9.22453,0.0,,,1.36,,0.0,5563.0,0.927,0.881,218.376,,0.738389578,
K2-408 b,K2-408,1,1,Transit,2022.0,20.978959,0.0,,,1.677,,0.0,5335.0,0.784,0.813,162.306,,0.446744969,
K2-409 b,K2-409,1,1,Transit,2022.0,1.908084,0.0,,,2.482,,0.0,5742.0,1.228,0.886,431.031,,1.470751623,
K2-411 b,K2-411,1,1,Transit,2022.0,3.2141,0.011448734,0.0511,,0.9898,,0.0,5711.0,1.375,1.018,298.219,1428.448337,1.804445988,691.0382497
K2-412 b,K2-412,1,1,Transit,2022.0,5.9382,0.015011383,0.0586,,2.116,,0.0,5590.0,0.977,0.893,654.085,1100.580365,0.836230895,243.5179488
K2-413 b,K2-413,1,2,Transit,2022.0,0.8094,0.001407904,0.0117,,0.7599,,0.0,4116.0,0.7,0.808,285.162,1535.122135,0.126179091,921.7553582
K2-413 c,K2-413,1,2,Transit,2022.0,5.3301,0.009781573,0.0426,,1.2327,,0.0,4116.0,0.7,0.808,285.162,804.5092932,0.126179091,69.52935429
K2-414 b,K2-414,1,2,Transit,2022.0,4.3696,0.011911905,0.0487,,1.219,,0.0,4343.0,0.732,0.814,260.036,811.8809812,0.17102962,72.11297408
K2-414 c,K2-414,1,2,Transit,2022.0,6.669,0.014374621,0.0552,,1.9287,,0.0,4343.0,0.732,0.814,260.036,762.5833339,0.17102962,56.12975855
K2-415 b,K2-415,1,1,Transit,2023.0,4.0179694,0.010972024,0.027,,1.015,7.5,39.51979977,3173.0,0.1965,0.1635,21.8182,412.7441685,0.003511521,4.816900988
K2-416 b,K2-416,1,1,Transit,2023.0,13.102,0.035264175,0.088,,2.66,1652.707716,483.8410853,3746.0,0.554,0.548,120.311,453.2030229,0.054222617,7.001887478
K2-417 b,K2-417,1,1,Transit,2023.0,6.535,0.020963061,0.063,,3.31,699.2224954,106.238764,3861.0,0.5776,0.569,94.0424,563.7085186,0.06651865,16.75954897
K2-419 A b,K2-419 A,2,1,Transit,2024.0,20.35847252,0.056005702,0.1208,0.042,10.55,196.0,0.919708693,3711.0,0.541,0.562,268.685,378.6758408,0.049802162,3.412827433
K2-42 b,K2-42,1,1,Transit,2016.0,6.68796,0.018291916,0.0617,,2.15,,0.0,4613.0,0.643,0.702,396.913,718.05521,0.167975373,44.12404168
K2-43 b,K2-43,1,2,Transit,2016.0,3.471149,0.0,,,4.51,,0.0,3840.6,0.542,0.571,182.536,,0.057343571,
K2-43 c,K2-43,1,2,Transit,2019.0,2.198884,0.0,,,2.42,,0.0,3840.6,0.542,0.571,182.536,,0.057343571,
K2-44 b,K2-44,1,1,Transit,2016.0,5.657,0.013704966,0.06,,2.433,,0.0,5912.0,1.58,1.15,476.703,1462.84672,2.736161485,760.0448571
K2-45 b,K2-45,1,1,Transit,2016.0,1.7292684,0.004727026,0.0224,,6.71,,0.0,4103.0,0.445,0.503,495.317,881.7977613,0.050351909,100.3505837
K2-46 b,K2-46,1,1,Transit,2016.0,19.1541,0.052441316,0.13821,,2.05,,0.0,6256.0,1.29,0.96,449.237,921.5806348,2.286947689,119.722919
K2-47 b,K2-47,1,1,Transit,2016.0,31.6372,0.086642962,0.1779,,1.89,,0.0,5054.0,0.76,0.75,349.881,503.6925627,0.338109976,10.68331635
K2-48 b,K2-48,1,1,Transit,2016.0,20.5065,0.056150489,0.1344,,2.24,,0.0,4899.0,0.73,0.77,313.764,550.5296499,0.275400883,15.24638178
K2-49 b,K2-49,1,1,Transit,2016.0,2.77065,0.007605935,0.0309,,1.93,,0.0,4175.0,0.45,0.51,457.125,768.2365678,0.055200218,57.81277793
K2-5 b,K2-5,1,2,Transit,2015.0,5.73594,0.015710953,0.0532,,1.91,,0.0,3930.0,0.57,0.61,202.943,620.2769471,0.069536009,24.56894444
K2-5 c,K2-5,1,2,Transit,2015.0,10.93241,0.029954704,0.0818,,2.26,,0.0,3930.0,0.57,0.61,202.943,500.2243228,0.069536009,10.39209613
